STATUS - Requerimento,ANO  SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1981,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1990,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1989,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
DEFERIDO,2018,VENEZUELA,M,1976,BOA VISTA,2020-01-31
